,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Renda Emp.,Situação
2854,61200,23,3000,PERSONAL,7.0,12.42,0.05,0
2855,35000,21,5000,EDUCATION,3.0,14.27,0.14,0
2857,62000,24,3000,EDUCATION,7.0,9.99,0.05,0
2858,56500,23,3000,DEBTCONSOLIDATION,7.0,14.84,0.05,1
2859,57000,23,3000,HOMEIMPROVEMENT,6.0,14.59,0.05,1
2860,35000,24,7000,HOMEIMPROVEMENT,1.0,16.29,0.2,0
2861,35000,24,7500,HOMEIMPROVEMENT,2.0,7.9,0.21,0
2863,58170,22,3000,EDUCATION,1.0,9.07,0.05,1
2864,58800,23,3000,PERSONAL,7.0,10.36,0.05,1
2865,58992,22,3000,MEDICAL,0.0,12.84,0.05,1
2866,65000,25,3000,HOMEIMPROVEMENT,1.0,8.49,0.05,0
2867,35000,24,10000,MEDICAL,1.0,7.9,0.29,0
2868,65000,22,3000,EDUCATION,0.0,6.99,0.05,0
2869,35000,22,8000,EDUCATION,1.0,12.69,0.23,0
2870,65000,26,3000,VENTURE,1.0,5.79,0.05,0
2871,65004,23,3000,EDUCATION,4.0,14.84,0.05,0
2872,35000,26,8000,PERSONAL,10.0,12.69,0.23,0
2873,65004,23,3000,VENTURE,0.0,13.61,0.05,0
2874,66000,23,3000,EDUCATION,3.0,5.99,0.05,0
2875,60000,25,3000,MEDICAL,3.0,13.47,0.05,1
2876,67000,23,3000,MEDICAL,7.0,10.99,0.04,0
2877,35000,23,12000,VENTURE,0.0,12.42,0.34,0
2878,35000,21,8000,VENTURE,5.0,9.91,0.23,0
2879,35000,22,5000,MEDICAL,5.0,7.9,0.14,0
2880,67500,26,3000,EDUCATION,0.0,8.88,0.04,0
2881,67500,26,3000,HOMEIMPROVEMENT,1.0,9.32,0.04,0
2882,68000,21,3000,PERSONAL,3.0,11.78,0.04,0
2883,54400,26,3000,MEDICAL,2.0,19.42,0.05,1
2884,70000,23,3000,VENTURE,1.0,14.27,0.04,0
2885,70000,22,3000,PERSONAL,2.0,7.29,0.04,0
2886,64000,24,3000,DEBTCONSOLIDATION,7.0,15.21,0.05,1
2887,35000,24,15000,EDUCATION,7.0,7.49,0.43,0
2888,35000,22,6000,EDUCATION,2.0,7.49,0.17,0
2889,71000,22,3000,MEDICAL,5.0,14.65,0.04,0
2891,35000,26,7200,PERSONAL,3.0,10.59,0.21,0
2892,72000,23,3000,MEDICAL,8.0,11.99,0.04,0
2894,72000,23,3000,PERSONAL,7.0,7.43,0.04,0
2895,72054,26,3000,HOMEIMPROVEMENT,9.0,7.29,0.04,0
2896,73000,23,3000,VENTURE,2.0,12.18,0.04,0
2898,74250,23,3000,DEBTCONSOLIDATION,3.0,11.99,0.04,0
2899,35000,23,2100,EDUCATION,7.0,5.42,0.06,0
2900,29000,24,6000,MEDICAL,1.0,15.62,0.21,1
2901,35000,21,4800,DEBTCONSOLIDATION,5.0,10.99,0.14,0
2902,75000,22,3000,EDUCATION,4.0,8.9,0.04,0
2903,35000,24,4800,DEBTCONSOLIDATION,5.0,5.42,0.14,0
2906,35000,23,3825,VENTURE,4.0,7.49,0.11,0
2907,77200,23,3000,EDUCATION,1.0,9.63,0.04,0
2908,77500,25,3000,HOMEIMPROVEMENT,3.0,6.54,0.04,0
2910,78000,23,3000,VENTURE,5.0,16.89,0.04,0
2911,78000,22,3000,PERSONAL,7.0,6.99,0.04,0
2912,78000,22,3000,VENTURE,4.0,16.32,0.04,0
2913,83000,22,3000,EDUCATION,4.0,9.63,0.04,0
2914,84000,25,3000,DEBTCONSOLIDATION,9.0,5.79,0.04,0
2915,67147,25,3000,MEDICAL,9.0,16.02,0.04,1
2916,35000,22,3500,PERSONAL,7.0,11.49,0.1,0
2917,85000,22,3000,EDUCATION,5.0,10.99,0.04,0
2918,85000,23,3000,VENTURE,5.0,7.49,0.04,0
2919,89523,24,3000,PERSONAL,8.0,10.25,0.03,0
2920,35000,23,5500,VENTURE,2.0,5.42,0.16,0
2922,35000,25,10000,HOMEIMPROVEMENT,5.0,11.99,0.29,0
2923,35000,25,5000,PERSONAL,6.0,5.99,0.14,0
2924,100000,26,3000,DEBTCONSOLIDATION,3.0,13.57,0.03,0
2926,100000,24,3000,HOMEIMPROVEMENT,0.0,9.76,0.03,0
2927,103000,26,3000,PERSONAL,4.0,7.88,0.03,0
2928,110000,24,3000,VENTURE,8.0,7.88,0.03,0
2929,35000,21,4000,EDUCATION,5.0,7.29,0.11,0
2930,110000,23,3000,EDUCATION,6.0,14.22,0.03,0
2931,115154,24,3000,HOMEIMPROVEMENT,8.0,14.27,0.03,0
2932,120390,24,3000,HOMEIMPROVEMENT,8.0,5.79,0.02,0
2933,35000,24,3600,VENTURE,3.0,6.92,0.1,0
2934,35000,26,5600,VENTURE,1.0,11.11,0.16,0
2935,35000,21,6500,EDUCATION,5.0,13.43,0.19,0
2936,125000,24,3000,DEBTCONSOLIDATION,3.0,14.72,0.02,0
2937,35000,22,4000,VENTURE,7.0,7.29,0.11,0
2938,125000,26,3000,MEDICAL,10.0,12.21,0.02,0
2939,35000,24,2000,VENTURE,8.0,10.37,0.06,0
2940,142000,24,3000,DEBTCONSOLIDATION,3.0,7.88,0.02,0
2941,137400,25,3000,EDUCATION,4.0,13.06,0.02,1
2942,180000,25,3000,VENTURE,2.0,11.12,0.02,0
2944,35000,25,3600,EDUCATION,3.0,13.43,0.1,0
2945,16800,22,3050,EDUCATION,1.0,9.91,0.18,1
2947,24000,23,3050,MEDICAL,0.0,7.49,0.13,0
2948,12000,23,3075,PERSONAL,2.0,10.37,0.26,1
2949,30000,25,3075,EDUCATION,1.0,10.59,0.1,0
2950,35000,26,8000,MEDICAL,0.0,5.42,0.23,0
2951,35000,21,1500,MEDICAL,5.0,9.63,0.04,0
2952,44000,26,3075,MEDICAL,0.0,10.99,0.07,0
2954,20000,25,3100,MEDICAL,0.0,11.71,0.15,0
2955,35000,26,3800,HOMEIMPROVEMENT,0.0,6.54,0.11,0
2956,20400,23,3125,PERSONAL,3.0,12.61,0.15,0
2957,35000,26,2500,HOMEIMPROVEMENT,10.0,9.25,0.07,0
2958,15300,21,3150,HOMEIMPROVEMENT,5.0,10.99,0.21,1
2959,42000,25,3150,EDUCATION,2.0,5.79,0.07,0
2960,35000,22,8000,EDUCATION,6.0,5.79,0.23,0
2961,35000,24,3600,VENTURE,2.0,9.99,0.1,0
2962,29000,22,12000,PERSONAL,6.0,5.42,0.41,1
2963,96000,22,3150,EDUCATION,4.0,6.0,0.03,0
2964,28800,21,3175,EDUCATION,1.0,6.03,0.11,0
2965,12000,24,3200,PERSONAL,0.0,5.99,0.27,1
2968,15000,26,3200,MEDICAL,8.0,12.21,0.21,1
2969,15600,22,3200,VENTURE,5.0,17.93,0.21,1
2970,16000,25,3200,DEBTCONSOLIDATION,0.0,9.32,0.2,1
2971,18000,21,3200,PERSONAL,1.0,8.49,0.18,1
2974,29000,23,6000,PERSONAL,7.0,7.88,0.21,1
2975,35000,21,13650,DEBTCONSOLIDATION,5.0,7.51,0.39,0
2976,18996,22,3200,EDUCATION,3.0,15.28,0.17,1
2977,20000,23,3200,PERSONAL,1.0,7.14,0.16,0
2978,20000,23,3200,VENTURE,0.0,16.0,0.16,1
2979,20800,23,3200,EDUCATION,4.0,14.84,0.15,0
2980,22000,23,3200,MEDICAL,2.0,12.69,0.15,0
2981,23040,25,3200,DEBTCONSOLIDATION,0.0,14.79,0.14,0
2982,35000,24,8000,EDUCATION,2.0,11.86,0.23,0
2983,24000,21,3200,DEBTCONSOLIDATION,3.0,13.57,0.13,0
2984,35000,26,6000,VENTURE,10.0,7.51,0.17,0
2985,25000,24,3200,DEBTCONSOLIDATION,6.0,13.11,0.13,1
2986,27600,25,3200,VENTURE,2.0,12.21,0.12,0
2987,28000,22,3200,EDUCATION,3.0,10.59,0.11,0
2989,30000,25,3200,MEDICAL,0.0,13.99,0.11,0
2991,30000,21,3200,MEDICAL,3.0,11.14,0.11,0
2992,30000,25,3200,MEDICAL,2.0,8.0,0.11,0
2994,31000,23,3200,EDUCATION,3.0,11.49,0.1,0
2995,31200,23,3200,EDUCATION,0.0,13.49,0.1,0
2996,31200,22,3200,VENTURE,1.0,11.99,0.1,0
2997,32000,22,3200,PERSONAL,0.0,10.2,0.1,0
2998,33000,25,3200,MEDICAL,9.0,5.42,0.1,0
3000,29004,25,3200,HOMEIMPROVEMENT,0.0,17.49,0.11,1
3001,35000,26,3000,VENTURE,1.0,6.76,0.09,0
3003,31000,21,3200,DEBTCONSOLIDATION,5.0,10.37,0.1,1
3004,37440,22,3200,EDUCATION,1.0,13.04,0.09,0
3005,38400,26,3200,PERSONAL,7.0,13.49,0.08,0
3007,41745,24,3200,PERSONAL,2.0,9.63,0.08,0
3008,42500,22,3200,EDUCATION,7.0,7.49,0.08,0
3009,43200,26,3200,EDUCATION,5.0,14.35,0.07,0
3010,44000,24,3200,MEDICAL,1.0,8.0,0.07,0
3012,45000,21,3200,PERSONAL,3.0,6.54,0.07,0
3013,35000,22,7500,EDUCATION,6.0,13.92,0.21,0
3014,45240,23,3200,VENTURE,4.0,7.37,0.07,0
3015,29000,26,11200,HOMEIMPROVEMENT,1.0,11.14,0.39,1
3016,42000,25,3200,MEDICAL,3.0,15.7,0.08,1
3017,49200,23,3200,MEDICAL,4.0,13.48,0.07,0
3018,50000,22,3200,VENTURE,1.0,8.49,0.06,0
3019,51000,22,3200,EDUCATION,2.0,10.99,0.06,0
3020,35000,23,8400,EDUCATION,6.0,12.18,0.24,0
3022,54731,24,3200,DEBTCONSOLIDATION,2.0,11.83,0.06,0
3023,35000,23,15000,EDUCATION,7.0,18.43,0.43,0
3024,35000,23,12800,PERSONAL,0.0,11.83,0.37,1
3025,55000,26,3200,EDUCATION,1.0,8.49,0.06,0
3026,35000,22,3500,EDUCATION,6.0,11.48,0.1,0
3027,58000,24,3200,VENTURE,2.0,14.35,0.06,0
3028,60000,22,3200,MEDICAL,6.0,11.71,0.05,0
3029,54000,22,3200,HOMEIMPROVEMENT,5.0,16.49,0.06,1
3030,60000,24,3200,DEBTCONSOLIDATION,3.0,7.14,0.05,0
3031,61200,26,3200,PERSONAL,9.0,9.91,0.05,0
3032,35000,26,5000,EDUCATION,1.0,14.42,0.14,0
3033,65000,26,3200,DEBTCONSOLIDATION,5.0,11.71,0.05,0
3034,35000,24,13000,PERSONAL,3.0,14.74,0.37,0
3035,59000,24,3200,MEDICAL,8.0,13.8,0.05,1
3036,65004,24,3200,HOMEIMPROVEMENT,0.0,9.99,0.05,0
3037,72000,24,3200,PERSONAL,8.0,13.92,0.04,0
3038,75000,22,3200,EDUCATION,6.0,10.28,0.04,0
3039,35000,24,3500,VENTURE,1.0,16.0,0.1,0
3040,35000,26,6000,PERSONAL,1.0,12.21,0.17,0
3041,78000,25,3200,HOMEIMPROVEMENT,5.0,12.99,0.04,0
3042,83000,24,3200,HOMEIMPROVEMENT,3.0,6.99,0.04,0
3043,78000,23,3200,EDUCATION,3.0,10.99,0.04,1
3044,85000,21,3200,PERSONAL,5.0,10.25,0.04,0
3045,78000,25,3200,HOMEIMPROVEMENT,2.0,14.59,0.04,1
3046,35000,21,4950,MEDICAL,1.0,7.68,0.14,0
3047,29000,22,7500,DEBTCONSOLIDATION,0.0,10.08,0.26,1
3048,35000,22,7500,PERSONAL,6.0,11.34,0.21,0
3050,12000,21,3250,HOMEIMPROVEMENT,2.0,9.99,0.27,1
3051,35000,21,800,VENTURE,2.0,7.37,0.02,0
3052,14400,22,3250,PERSONAL,6.0,16.29,0.23,1
3053,16000,24,3250,VENTURE,0.0,12.42,0.2,1
3054,17004,22,3250,DEBTCONSOLIDATION,5.0,6.91,0.19,1
3056,18000,23,3250,VENTURE,1.0,13.22,0.18,1
3057,35000,25,5400,HOMEIMPROVEMENT,1.0,12.17,0.15,0
3058,35004,22,3000,VENTURE,3.0,7.9,0.09,0
3059,20400,22,3250,MEDICAL,5.0,14.26,0.16,1
3060,25000,24,3250,EDUCATION,3.0,13.67,0.13,0
3061,35004,22,9000,VENTURE,1.0,10.0,0.26,0
3062,28000,26,3250,HOMEIMPROVEMENT,2.0,14.59,0.12,1
3063,35004,24,7000,EDUCATION,5.0,5.42,0.2,0
3064,35004,21,1500,VENTURE,5.0,9.62,0.04,0
3065,30000,25,3250,DEBTCONSOLIDATION,0.0,5.42,0.11,0
3066,35000,22,3250,EDUCATION,0.0,6.54,0.09,0
3067,39000,24,3250,DEBTCONSOLIDATION,0.0,8.94,0.08,1
3068,35004,21,3000,EDUCATION,0.0,15.58,0.09,0
3069,29004,21,7400,EDUCATION,3.0,17.56,0.26,1
3070,35004,24,9600,PERSONAL,3.0,7.88,0.27,0
3071,35004,24,8000,DEBTCONSOLIDATION,8.0,14.96,0.23,0
3072,28956,22,3300,VENTURE,2.0,8.49,0.11,0
3073,35004,22,10000,MEDICAL,0.0,7.51,0.29,0
3074,33000,24,3300,VENTURE,2.0,12.99,0.1,0
3075,33600,26,3300,MEDICAL,4.0,15.65,0.1,0
3076,35004,21,3600,VENTURE,1.0,8.0,0.1,0
3077,66000,22,3300,VENTURE,0.0,14.65,0.05,0
3079,90000,21,3300,VENTURE,2.0,11.71,0.04,0
3080,35004,24,18225,MEDICAL,6.0,9.63,0.52,1
3081,37000,25,3325,VENTURE,2.0,11.49,0.09,0
3082,35004,22,8400,VENTURE,0.0,10.39,0.24,0
3083,30000,24,3350,DEBTCONSOLIDATION,2.0,14.72,0.11,0
3084,36000,25,3350,PERSONAL,8.0,7.9,0.09,0
3086,33000,21,3375,VENTURE,5.0,13.49,0.1,0
3088,24290,23,3400,MEDICAL,0.0,7.51,0.14,0
3089,28404,22,3400,EDUCATION,7.0,8.94,0.12,0
3091,29000,26,3400,HOMEIMPROVEMENT,0.0,15.62,0.12,1
3092,40000,23,3400,VENTURE,0.0,6.92,0.09,0
3093,51996,23,3400,HOMEIMPROVEMENT,0.0,17.58,0.07,1
3094,29280,22,12000,EDUCATION,0.0,11.66,0.41,1
3095,35292,23,2100,EDUCATION,7.0,7.51,0.06,0
3097,80004,23,3400,DEBTCONSOLIDATION,2.0,8.49,0.04,0
3099,29360,25,8875,PERSONAL,5.0,12.69,0.3,1
3100,35360,22,9600,EDUCATION,6.0,5.99,0.27,0
3101,114750,24,3400,MEDICAL,1.0,12.21,0.03,1
3102,35360,21,12250,EDUCATION,2.0,15.31,0.35,0
3103,35360,25,10000,MEDICAL,9.0,8.94,0.28,0
3104,14000,26,3450,HOMEIMPROVEMENT,8.0,12.69,0.25,1
3105,25000,25,3450,HOMEIMPROVEMENT,5.0,11.99,0.14,1
3106,12000,22,3500,EDUCATION,1.0,15.65,0.29,1
3107,35375,23,5600,DEBTCONSOLIDATION,7.0,6.76,0.16,0
3108,12996,22,3500,MEDICAL,2.0,8.59,0.27,1
3109,13500,21,3500,VENTURE,0.0,9.96,0.26,1
3110,15600,21,3500,PERSONAL,2.0,16.07,0.22,1
3111,29400,21,12000,MEDICAL,0.0,11.83,0.41,1
3113,29400,26,12000,MEDICAL,4.0,9.32,0.41,1
3114,18000,22,3500,VENTURE,0.0,13.48,0.19,1
3115,18456,21,3500,MEDICAL,2.0,13.35,0.19,1
3116,19000,24,3500,MEDICAL,4.0,7.88,0.18,1
3117,20000,22,3500,EDUCATION,5.0,13.11,0.17,0
3118,20000,25,3500,VENTURE,0.0,10.28,0.17,0
3119,35500,23,9000,EDUCATION,8.0,7.49,0.25,0
3121,20400,22,3500,VENTURE,1.0,6.99,0.17,0
3122,35500,22,4000,EDUCATION,0.0,12.53,0.11,0
3123,35500,23,3000,MEDICAL,0.0,11.28,0.08,0
3125,21600,21,3500,DEBTCONSOLIDATION,2.0,7.51,0.16,0
3126,22292,22,3500,DEBTCONSOLIDATION,5.0,16.49,0.16,1
3128,23000,22,3500,DEBTCONSOLIDATION,3.0,10.37,0.15,0
3129,35640,24,10000,DEBTCONSOLIDATION,1.0,13.49,0.28,0
3130,24000,24,3500,HOMEIMPROVEMENT,2.0,15.65,0.15,1
3131,35808,23,8700,EDUCATION,3.0,7.51,0.24,0
3132,24000,26,3500,VENTURE,0.0,10.71,0.15,0
3133,24240,22,3500,VENTURE,3.0,9.99,0.14,0
3134,35900,22,6000,PERSONAL,6.0,15.27,0.17,0
3135,26000,23,3500,DEBTCONSOLIDATION,0.0,6.91,0.13,0
3136,26400,22,3500,EDUCATION,1.0,15.27,0.13,0
3137,26400,21,3500,DEBTCONSOLIDATION,6.0,8.49,0.13,1
3138,36000,22,11625,EDUCATION,0.0,13.49,0.32,0
3141,36000,23,11300,EDUCATION,7.0,12.69,0.31,0
3142,30000,21,3500,PERSONAL,5.0,7.9,0.12,0
3143,30000,24,3500,MEDICAL,0.0,5.99,0.12,0
3144,30000,22,3500,VENTURE,3.0,14.22,0.12,1
3145,30000,22,3500,MEDICAL,3.0,13.92,0.12,0
3146,36000,22,18500,PERSONAL,6.0,7.9,0.51,0
3149,31200,25,3500,MEDICAL,7.0,6.92,0.11,0
3150,36000,24,5200,VENTURE,2.0,9.91,0.14,0
3151,33000,21,3500,MEDICAL,0.0,11.71,0.11,0
3152,33000,26,3500,VENTURE,1.0,10.25,0.11,0
3153,34000,22,3500,DEBTCONSOLIDATION,0.0,14.27,0.1,0
3154,36000,22,12000,MEDICAL,4.0,11.71,0.33,0
3155,36000,25,5100,MEDICAL,1.0,8.9,0.14,0
3156,34200,26,3500,MEDICAL,1.0,12.84,0.1,0
3157,35000,24,3500,EDUCATION,7.0,6.99,0.1,0
3158,35000,21,3500,MEDICAL,0.0,9.62,0.1,0
3159,36000,24,5600,VENTURE,5.0,7.9,0.16,0
3160,35000,25,3500,PERSONAL,6.0,11.58,0.1,0
3161,35000,21,3500,DEBTCONSOLIDATION,3.0,12.53,0.1,0
3162,35100,21,3500,EDUCATION,1.0,5.79,0.1,0
3163,35500,23,3500,EDUCATION,5.0,10.99,0.1,0
3164,36000,25,3500,VENTURE,3.0,6.62,0.1,0
3165,36000,21,1000,MEDICAL,5.0,12.42,0.03,0
3168,38000,21,3500,VENTURE,5.0,10.59,0.09,0
3169,36000,26,5175,PERSONAL,6.0,6.03,0.14,0
3170,38400,22,3500,EDUCATION,4.0,13.99,0.09,0
3171,39000,22,3500,MEDICAL,6.0,9.91,0.09,0
3172,39336,22,3500,VENTURE,6.0,5.42,0.09,0
3173,40000,24,3500,EDUCATION,3.0,7.9,0.09,0
3174,40000,23,3500,VENTURE,2.0,11.99,0.09,0
3175,40000,23,3500,PERSONAL,4.0,13.23,0.09,0
3177,36000,24,3600,PERSONAL,8.0,16.77,0.1,0
3179,41000,21,3500,EDUCATION,4.0,10.75,0.09,0
3180,36000,24,8000,PERSONAL,5.0,10.65,0.22,0
3181,42000,25,3500,VENTURE,0.0,5.42,0.08,0
3182,30000,23,4800,DEBTCONSOLIDATION,4.0,10.65,0.16,1
3183,42000,26,3500,PERSONAL,3.0,10.74,0.08,0
3184,42000,21,3500,DEBTCONSOLIDATION,5.0,10.37,0.08,0
3189,42500,26,3500,EDUCATION,2.0,12.61,0.08,0
3190,42500,21,3500,EDUCATION,0.0,11.86,0.08,0
3191,36000,22,1000,MEDICAL,6.0,9.99,0.03,0
3192,44000,24,3500,EDUCATION,3.0,12.69,0.08,0
3193,45000,23,3500,EDUCATION,3.0,10.59,0.08,0
3194,39000,23,3500,EDUCATION,3.0,11.86,0.09,1
3195,45000,22,3500,MEDICAL,0.0,12.53,0.08,0
3196,30000,25,12000,HOMEIMPROVEMENT,3.0,5.99,0.4,1
3197,47000,25,3500,MEDICAL,6.0,9.99,0.07,0
3198,36000,25,8400,MEDICAL,2.0,5.99,0.23,0
3199,30000,24,10000,MEDICAL,4.0,15.99,0.33,1
3200,36000,25,5600,MEDICAL,0.0,7.49,0.16,0
3201,36000,26,7000,PERSONAL,2.0,7.49,0.19,0
3202,47496,23,3500,DEBTCONSOLIDATION,7.0,12.69,0.07,0
3203,48000,23,3500,DEBTCONSOLIDATION,7.0,13.98,0.07,0
3204,48000,25,3500,DEBTCONSOLIDATION,8.0,13.16,0.07,0
3205,36000,23,2000,EDUCATION,7.0,11.49,0.06,0
3206,48562,23,3500,VENTURE,4.0,8.0,0.07,0
3209,50250,22,3500,VENTURE,6.0,7.14,0.07,0
3210,51996,22,3500,PERSONAL,4.0,9.62,0.07,0
3212,45996,24,3500,PERSONAL,9.0,12.21,0.08,1
3213,52000,24,3500,DEBTCONSOLIDATION,4.0,7.68,0.07,0
3214,52692,23,3500,EDUCATION,4.0,12.23,0.07,0
3215,36000,23,14000,PERSONAL,6.0,12.99,0.39,0
3216,54084,25,3500,HOMEIMPROVEMENT,5.0,9.25,0.06,0
3217,36000,21,2800,PERSONAL,5.0,6.99,0.08,0
3218,30000,21,13250,HOMEIMPROVEMENT,5.0,13.99,0.44,1
3219,55000,24,3500,DEBTCONSOLIDATION,0.0,8.88,0.06,0
3220,55000,22,3500,MEDICAL,7.0,9.99,0.06,0
3222,57000,22,3500,EDUCATION,1.0,12.61,0.06,0
3223,51000,26,3500,DEBTCONSOLIDATION,3.0,13.24,0.07,1
3224,58000,26,3500,HOMEIMPROVEMENT,0.0,8.59,0.06,0
3225,59000,24,3500,MEDICAL,5.0,8.9,0.06,0
3226,60000,22,3500,VENTURE,5.0,5.42,0.06,0
3227,36000,22,5975,DEBTCONSOLIDATION,6.0,7.42,0.17,0
3228,60000,24,3500,EDUCATION,5.0,11.86,0.06,0
3230,36000,23,7200,PERSONAL,7.0,5.42,0.2,0
3231,36000,21,4000,DEBTCONSOLIDATION,3.0,5.99,0.11,0
3232,36000,25,5300,MEDICAL,3.0,7.49,0.15,0
3233,56400,25,3500,DEBTCONSOLIDATION,2.0,15.62,0.06,1
3235,63816,23,3500,EDUCATION,4.0,9.63,0.05,0
3236,65000,24,3500,EDUCATION,3.0,7.74,0.05,0
3237,59000,25,3500,MEDICAL,3.0,15.65,0.06,1
3238,36000,23,6400,DEBTCONSOLIDATION,7.0,11.49,0.18,0
3239,30000,23,6725,HOMEIMPROVEMENT,6.0,6.99,0.22,1
3241,36000,23,5000,PERSONAL,4.0,14.79,0.14,0
3242,36000,24,3500,PERSONAL,8.0,13.06,0.1,0
3243,70000,23,3500,EDUCATION,1.0,5.42,0.05,0
3244,64000,23,3500,DEBTCONSOLIDATION,7.0,14.72,0.05,1
3245,74000,23,3500,EDUCATION,1.0,12.87,0.05,0
3246,68004,26,3500,DEBTCONSOLIDATION,10.0,15.28,0.05,1
3247,74400,24,3500,EDUCATION,1.0,7.29,0.05,0
3248,74880,23,3500,EDUCATION,3.0,11.11,0.05,0
3249,75000,22,3500,EDUCATION,3.0,7.29,0.05,0
3250,77000,25,3500,DEBTCONSOLIDATION,2.0,7.9,0.05,0
3251,78000,23,3500,VENTURE,1.0,9.96,0.04,0
3252,81000,23,3500,EDUCATION,5.0,10.75,0.04,0
3254,78000,24,3500,DEBTCONSOLIDATION,1.0,11.83,0.04,1
3255,36000,24,7000,DEBTCONSOLIDATION,5.0,11.11,0.19,0
3256,36000,21,4000,MEDICAL,1.0,5.42,0.11,0
3257,94000,23,3500,MEDICAL,7.0,11.49,0.04,0
3258,98000,23,3500,DEBTCONSOLIDATION,5.0,8.07,0.04,0
3259,110000,21,3500,EDUCATION,0.0,13.99,0.03,0
3260,26000,23,3525,MEDICAL,2.0,6.62,0.14,0
3261,36000,22,12000,EDUCATION,6.0,7.29,0.33,0
3262,36000,24,3525,VENTURE,5.0,14.59,0.1,0
3267,12120,21,3600,DEBTCONSOLIDATION,0.0,8.32,0.3,1
3268,36000,22,7500,EDUCATION,6.0,9.63,0.21,0
3269,36000,26,9000,VENTURE,10.0,5.42,0.25,0
3272,15000,21,3600,PERSONAL,0.0,15.95,0.24,1
3273,36000,23,12000,VENTURE,2.0,10.74,0.33,0
3275,18000,22,3600,HOMEIMPROVEMENT,0.0,6.91,0.2,1
3276,18700,22,3600,EDUCATION,3.0,8.9,0.19,1
3277,20000,24,3600,MEDICAL,3.0,11.71,0.18,0
3278,21600,25,3600,PERSONAL,3.0,10.99,0.17,0
3279,24000,24,3600,DEBTCONSOLIDATION,1.0,6.62,0.15,1
3280,36000,23,4800,VENTURE,7.0,13.06,0.13,0
3282,24000,26,3600,MEDICAL,0.0,14.96,0.15,1
3283,24216,23,3600,EDUCATION,1.0,16.49,0.15,1
3284,24996,21,3600,MEDICAL,1.0,14.09,0.14,1
3285,26400,21,3600,DEBTCONSOLIDATION,0.0,14.27,0.14,0
3286,30000,26,3600,MEDICAL,3.0,15.99,0.12,1
3287,30000,23,3600,PERSONAL,3.0,5.99,0.12,0
3288,30000,24,3600,PERSONAL,0.0,7.49,0.12,0
3289,30000,22,3600,DEBTCONSOLIDATION,2.0,10.99,0.12,0
3290,30000,24,3600,VENTURE,1.0,8.49,0.12,0
3291,36000,22,7750,VENTURE,2.0,9.99,0.22,0
3292,36000,23,15800,DEBTCONSOLIDATION,7.0,13.72,0.44,0
3293,30000,23,3600,PERSONAL,4.0,14.17,0.12,0
3294,30000,23,3600,VENTURE,0.0,6.17,0.12,0
3295,36000,22,1800,DEBTCONSOLIDATION,2.0,6.17,0.05,0
3296,36000,24,4800,PERSONAL,8.0,6.91,0.13,0
3297,30000,22,3600,VENTURE,0.0,12.21,0.12,0
3298,30000,23,3600,EDUCATION,7.0,9.7,0.12,0
3299,36000,22,10000,DEBTCONSOLIDATION,6.0,5.42,0.28,0
3300,31000,22,3600,VENTURE,4.0,12.69,0.12,0
3301,36000,23,1800,VENTURE,1.0,6.54,0.05,0
3302,31200,25,3600,DEBTCONSOLIDATION,0.0,8.9,0.12,0
3303,36000,23,14600,MEDICAL,1.0,12.61,0.41,0
3304,36000,23,6000,EDUCATION,7.0,8.88,0.17,0
3305,31800,25,3600,PERSONAL,2.0,7.51,0.11,0
3306,32000,24,3600,MEDICAL,9.0,7.49,0.11,0
3307,32000,23,3600,PERSONAL,6.0,9.63,0.11,0
3308,33000,25,3600,MEDICAL,4.0,10.0,0.11,1
3309,35000,22,3600,PERSONAL,0.0,11.83,0.1,0
3310,36000,22,12000,PERSONAL,2.0,7.51,0.33,0
3311,36000,25,3600,EDUCATION,2.0,15.23,0.1,0
3312,36000,22,3600,EDUCATION,2.0,12.99,0.1,0
3313,36000,25,6000,PERSONAL,5.0,7.88,0.17,0
3314,36000,22,3600,PERSONAL,3.0,5.99,0.1,0
3315,36000,24,3600,DEBTCONSOLIDATION,1.0,7.29,0.1,0
3316,36000,26,10000,PERSONAL,2.0,10.75,0.28,0
3317,30000,23,4000,MEDICAL,4.0,16.32,0.13,1
3318,37008,22,3600,EDUCATION,2.0,12.42,0.1,0
3320,38400,22,3600,DEBTCONSOLIDATION,6.0,12.69,0.09,0
3321,38400,23,3600,DEBTCONSOLIDATION,7.0,13.61,0.09,0
3322,36000,24,3250,VENTURE,8.0,6.39,0.09,0
3323,36000,24,8000,MEDICAL,3.0,13.61,0.22,0
3324,36000,22,12000,EDUCATION,6.0,15.21,0.33,0
3325,36000,22,1400,PERSONAL,6.0,14.84,0.04,0
3326,36000,26,4000,PERSONAL,6.0,6.76,0.11,0
3327,33772,25,3600,HOMEIMPROVEMENT,3.0,16.02,0.11,1
3328,40000,23,3600,DEBTCONSOLIDATION,3.0,15.96,0.09,0
3329,36000,22,4500,MEDICAL,0.0,7.51,0.13,0
3330,40000,24,3600,MEDICAL,1.0,13.49,0.09,0
3331,36000,25,4800,VENTURE,5.0,17.93,0.13,0
3332,40000,21,3600,MEDICAL,5.0,5.42,0.09,0
3333,36000,26,5400,HOMEIMPROVEMENT,3.0,7.51,0.15,0
3334,36000,25,9000,DEBTCONSOLIDATION,0.0,7.14,0.25,0
3335,36000,23,4800,VENTURE,3.0,10.38,0.13,0
