,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Situação
5334,22800,25,6000,5,0.0,13.35,1
5335,48000,22,9600,3,5.0,7.51,0
5336,22880,22,6000,2,5.0,13.57,0
5337,22884,23,6000,3,8.0,11.49,0
5338,23000,21,6000,3,5.0,10.95,0
5339,48000,22,4000,1,4.0,11.86,0
5340,23040,21,6000,4,0.0,7.9,1
5341,23198,25,6000,6,2.0,8.0,0
5342,24000,22,6000,5,6.0,10.65,0
5343,48000,25,4000,2,3.0,7.14,0
5344,24000,26,6000,5,5.0,8.9,0
5345,48000,25,7350,1,4.0,11.12,0
5346,24000,26,6000,2,5.0,6.62,0
5347,48000,24,1200,1,4.0,6.76,0
5348,24000,23,6000,3,4.0,5.42,0
5349,24000,24,6000,5,1.0,11.99,0
5350,48000,23,3200,3,0.0,7.51,0
5351,48000,26,15000,6,10.0,11.12,0
5352,48000,25,24250,3,6.0,10.25,0
5353,48000,22,7000,3,2.0,13.48,0
5354,48000,22,5000,3,6.0,7.88,0
5355,24000,21,6000,5,2.0,11.36,0
5356,24000,22,6000,4,2.0,12.18,1
5357,24996,21,6000,2,6.0,13.61,0
5358,24996,21,6000,3,3.0,11.83,0
5359,25000,23,6000,6,7.0,7.51,0
5360,48000,22,6500,6,7.0,10.62,0
5361,25000,25,6000,2,1.0,16.4,1
5362,25000,26,6000,3,5.0,8.0,0
5363,48000,25,15000,3,7.0,10.25,0
5364,48000,22,15000,5,4.0,9.88,0
5365,25200,24,6000,5,6.0,7.49,0
5366,48000,26,4200,6,1.0,10.62,0
5367,48000,24,5500,3,2.0,11.36,0
5368,25200,21,6000,3,2.0,7.49,0
5369,25200,23,6000,4,0.0,13.23,1
5370,48000,23,12000,6,3.0,11.36,0
5371,25200,21,6000,6,5.0,8.94,0
5372,25200,25,6000,2,0.0,9.76,0
5373,25800,24,6000,5,0.0,7.14,0
5374,26000,21,6000,2,5.0,7.49,0
5375,26400,26,6000,1,6.0,10.65,0
5376,48000,25,7800,4,5.0,8.94,0
5377,26400,26,6000,5,6.0,6.0,0
5378,26400,22,6000,6,0.0,8.59,0
5379,26500,25,6000,1,9.0,12.42,0
5380,48000,25,7500,6,0.0,7.05,0
5381,26500,24,6000,5,0.0,13.79,0
5382,26780,25,6000,2,0.0,9.25,0
5383,27000,25,6000,6,9.0,11.86,0
5384,42000,24,3500,2,2.0,8.94,1
5385,27000,23,6000,3,6.0,11.66,0
5386,48000,22,2800,1,0.0,12.53,0
5387,27031,26,6000,6,2.0,9.99,0
5388,48000,24,3100,3,8.0,8.94,0
5389,27040,25,6000,1,2.0,7.9,0
5390,48000,23,15750,6,0.0,16.35,0
5391,27600,22,6000,2,2.0,10.38,0
5392,48000,24,4400,3,0.0,11.83,0
5393,48000,26,16750,4,7.0,14.26,0
5394,48000,23,6000,3,8.0,12.87,0
5395,48000,22,8000,6,3.0,12.53,0
5396,28000,25,6000,1,2.0,10.59,1
5397,28000,23,6000,1,5.0,9.63,0
5398,28000,22,6000,3,3.0,12.98,0
5399,48000,26,10000,3,10.0,7.74,0
5400,28000,23,6000,3,0.0,9.63,0
5401,28284,23,6000,6,8.0,7.66,0
5402,48000,21,10800,3,5.0,12.84,0
5403,28675,25,6000,2,1.0,8.9,0
5404,28800,21,6000,3,3.0,13.8,0
5405,28800,21,6000,4,2.0,10.62,1
5406,28800,23,6000,2,0.0,8.94,0
5407,28800,25,6000,6,1.0,17.04,1
5408,29000,24,6000,5,5.0,15.27,0
5409,29000,23,6000,6,1.0,5.99,0
5410,29000,23,6000,1,7.0,13.61,0
5411,29000,22,6000,6,5.0,10.25,0
5412,29000,22,6000,6,4.0,11.46,0
5413,48000,24,2800,4,3.0,12.53,0
5414,29820,23,6000,3,0.0,14.22,0
5415,30000,22,6000,5,4.0,12.42,0
5416,48000,24,10400,6,5.0,7.37,0
5417,30000,22,6000,3,1.0,10.65,0
5418,30000,22,6000,3,7.0,14.27,1
5419,48000,22,9925,3,6.0,9.63,0
5420,30000,24,6000,5,0.0,13.49,0
5421,48000,24,7800,6,5.0,11.89,0
5422,30000,24,6000,5,6.0,7.51,0
5423,48000,23,10000,3,2.0,9.32,0
5424,30000,24,6000,2,2.0,13.49,0
5425,30000,22,6000,3,6.0,7.51,0
5426,30000,24,6000,6,0.0,12.42,0
5427,30000,22,6000,1,2.0,12.42,0
5428,48000,24,1300,1,8.0,9.07,0
5429,48000,22,4800,2,0.0,9.07,0
5430,48000,22,2400,1,4.0,11.46,0
5431,48000,25,7000,3,9.0,12.09,0
5432,30000,24,6000,3,3.0,11.71,0
5433,30000,23,6000,2,3.0,11.71,0
5434,48000,23,5000,3,6.0,10.08,0
5435,48000,24,5000,4,2.0,7.68,0
5436,30000,23,6000,3,0.0,13.49,0
5437,30000,22,6000,1,4.0,10.99,1
5438,30000,23,6000,3,0.0,8.49,0
5439,30000,24,6000,4,2.0,15.99,1
5440,30000,22,6000,1,3.0,10.37,0
5441,30000,26,6000,5,2.0,6.54,0
5442,30000,23,6000,1,7.0,14.72,0
5443,30000,21,6000,5,4.0,7.51,0
5444,48000,24,3500,5,1.0,10.28,0
5445,30000,21,6000,5,3.0,8.94,0
5446,30000,26,6000,2,3.0,7.74,0
5447,48152,23,9500,5,7.0,7.29,0
5448,31000,21,6000,5,6.0,6.03,0
5449,48235,23,20000,6,5.0,12.18,0
5450,48360,25,6000,3,9.0,7.66,0
5451,31200,26,6000,2,10.0,15.23,0
5452,31200,21,6000,2,1.0,16.89,1
5453,31200,25,6000,2,1.0,13.8,1
5454,31200,22,6000,3,4.0,13.22,0
5455,31680,22,6000,3,6.0,11.12,0
5456,32000,24,6000,4,1.0,13.49,1
5457,48500,26,13000,4,9.0,7.29,0
5458,48500,23,6000,1,8.0,10.25,0
5459,32000,21,6000,2,5.0,5.42,0
5460,32000,25,6000,5,2.0,10.62,1
5461,48500,25,19500,3,1.0,15.57,1
5462,42500,22,7000,5,6.0,15.57,1
5463,32000,25,6000,1,1.0,12.92,1
5464,48526,22,13500,3,0.0,11.14,0
5465,32004,24,6000,1,2.0,14.84,1
5466,48600,23,5000,5,2.0,7.49,0
5467,32496,22,6000,1,4.0,13.04,0
5468,48600,23,6000,5,5.0,11.86,0
5469,48600,23,19000,1,7.0,11.36,0
5470,33000,26,6000,6,1.0,14.84,1
5471,33000,22,6000,1,6.0,13.85,0
5472,48661,24,8000,3,7.0,17.58,0
5473,33276,23,6000,3,4.0,11.03,0
5474,33280,21,6000,6,0.0,13.23,0
5475,33600,26,6000,2,4.0,10.71,0
5476,33650,22,6000,3,1.0,12.86,1
5477,48732,24,3500,5,6.0,9.32,0
5478,48800,24,9000,2,7.0,7.49,0
5479,33996,21,6000,1,1.0,12.53,0
5480,48852,24,10300,6,4.0,6.99,0
5481,34000,24,6000,1,0.0,8.9,0
5482,34000,26,6000,2,6.0,12.69,0
5483,48960,24,10000,6,8.0,18.39,0
5484,34000,23,6000,2,2.0,14.09,1
5485,48996,22,5000,5,5.0,7.9,0
5486,48996,23,10525,3,7.0,13.61,0
5487,29000,25,6000,5,0.0,13.49,1
5488,35000,22,6000,5,2.0,7.49,0
5489,42996,22,12000,4,7.0,13.79,1
5490,29000,23,6000,3,5.0,7.88,1
5491,35000,24,6000,6,0.0,13.98,0
5492,35004,24,6000,6,2.0,10.59,0
5493,29004,24,6000,6,0.0,15.62,1
5494,29004,26,6000,1,1.0,14.11,1
5495,49000,23,9600,2,6.0,5.42,0
5496,43000,24,4000,1,1.0,17.49,1
5497,49000,23,3500,3,5.0,5.42,0
5498,43000,24,10000,2,8.0,16.89,1
5499,29364,26,6000,4,4.0,13.35,1
5500,43000,24,3000,2,2.0,10.99,1
5501,49000,23,4000,6,7.0,13.99,0
5502,35392,25,6000,3,9.0,7.4,0
5503,49000,25,7000,2,9.0,6.99,0
5504,29916,22,6000,1,1.0,15.65,1
5505,49000,24,2700,4,5.0,6.92,0
5506,49000,22,2400,3,6.0,5.79,0
5507,49000,23,2400,5,7.0,7.66,0
5508,49000,25,18225,4,2.0,10.0,0
5509,49000,26,20000,3,10.0,10.0,0
5510,30000,22,6000,3,7.0,14.79,1
5511,30000,22,6000,2,0.0,19.39,1
5512,36000,22,6000,2,1.0,12.68,0
5513,30000,26,6000,2,2.0,16.77,1
5514,49000,23,6000,6,2.0,7.88,0
5515,49000,26,14000,3,10.0,7.88,0
5516,36000,22,6000,3,6.0,10.0,0
5517,49000,24,3500,5,7.0,7.88,0
5518,49000,25,2500,4,4.0,6.76,0
5519,36000,22,6000,3,4.0,10.36,0
5520,36000,23,6000,5,2.0,11.86,0
5521,36000,25,6000,2,9.0,14.72,0
5522,49000,22,4000,6,6.0,8.94,0
5523,49000,22,8500,2,2.0,12.53,0
5524,36000,22,6000,3,6.0,10.75,0
5525,36000,21,6000,3,2.0,11.86,0
5526,49000,22,7000,6,4.0,9.32,0
5527,30000,23,6000,2,4.0,16.32,1
5528,36000,23,6000,1,7.0,7.51,0
5529,49000,24,20000,6,2.0,15.57,0
5530,49000,24,7000,6,2.0,13.17,0
5531,36000,22,6000,2,1.0,7.51,0
5532,49032,22,2400,3,6.0,11.86,0
5533,49140,22,3000,3,0.0,13.16,0
5534,49152,25,3000,5,7.0,11.71,0
5535,36000,24,6000,5,5.0,14.96,0
5536,30000,24,6000,1,0.0,14.11,1
5537,30000,25,6000,3,9.0,14.74,1
5538,30000,21,6000,3,1.0,13.16,1
5539,49200,22,4800,6,6.0,7.51,0
5540,49200,25,5600,5,6.0,7.49,0
5541,30000,26,6000,5,1.0,15.45,1
5542,49200,25,6000,3,2.0,10.0,0
5543,49200,24,4000,3,8.0,13.06,0
5544,49200,26,10750,4,11.0,11.11,0
5545,49200,26,4800,3,8.0,6.17,0
5546,36100,23,6000,3,0.0,9.88,0
5547,36250,22,6000,3,6.0,14.22,0
5548,36450,21,6000,3,0.0,8.63,0
5549,36628,22,6000,3,4.0,11.86,0
5550,36852,25,6000,3,1.0,12.42,0
5551,31000,23,6000,2,1.0,11.71,1
5552,37000,24,6000,2,1.0,7.66,0
5553,49344,24,8500,2,6.0,9.99,0
5554,37000,24,6000,5,8.0,6.76,0
5555,37000,22,6000,3,5.0,11.83,0
5556,49441,26,12000,4,11.0,6.99,0
5557,37200,21,6000,2,2.0,11.71,0
5558,37200,24,6000,1,2.0,9.99,0
5559,37500,22,6000,5,6.0,12.42,0
5560,37920,24,6000,2,4.0,6.99,0
5561,49500,22,10000,6,5.0,10.36,0
5562,32000,25,6000,2,9.0,12.99,1
5563,49500,25,2400,2,2.0,7.51,0
5564,38000,25,6000,1,8.0,6.99,0
5565,38000,22,6000,3,2.0,13.57,0
5566,49500,25,9250,2,3.0,13.79,0
5567,38000,24,6000,2,0.0,10.39,0
5568,38000,23,6000,3,5.0,10.46,0
5569,49536,22,5200,2,6.0,6.62,0
5570,38004,25,6000,2,0.0,11.89,0
5571,43590,24,8000,5,8.0,11.83,1
5572,49600,22,10000,6,4.0,14.96,0
5573,49600,24,2500,4,8.0,7.4,0
5574,49600,25,10000,5,9.0,11.66,0
5575,43633,25,9000,2,3.0,15.62,1
5576,33000,24,6000,2,3.0,15.62,1
5577,49713,25,12000,2,7.0,11.86,0
5578,49716,25,8000,5,6.0,9.32,0
5579,39000,21,6000,3,4.0,10.38,0
5580,39000,22,6000,3,1.0,8.0,0
5581,33600,25,6000,2,9.0,15.58,1
5582,39900,21,6000,2,3.0,11.49,0
5583,39996,23,6000,2,2.0,7.51,0
5584,39996,25,6000,6,9.0,9.7,0
5585,39996,23,6000,3,0.0,11.66,0
5586,49920,25,3325,2,9.0,5.42,0
5587,40000,25,6000,5,2.0,10.65,0
5588,40000,22,6000,5,1.0,12.69,0
5589,49920,22,10000,3,1.0,12.53,0
5590,49992,26,6000,2,10.0,10.99,0
5591,49995,26,10000,3,10.0,11.71,0
5592,40000,24,6000,3,3.0,6.62,0
5593,50000,23,10000,3,7.0,11.71,0
5594,40000,24,6000,1,4.0,13.99,0
5595,40000,25,6000,3,0.0,7.66,0
5596,50000,22,22000,3,2.0,9.91,0
5597,40000,22,6000,6,0.0,7.66,0
5598,50000,25,10000,3,10.0,13.49,0
5599,40000,23,6000,3,3.0,5.79,0
5600,40000,25,6000,1,5.0,7.88,0
5601,50000,25,20000,1,9.0,15.27,0
5602,40000,22,6000,6,5.0,7.51,0
5603,40000,23,6000,5,5.0,8.94,0
5604,50000,24,6000,1,2.0,7.51,0
5605,50000,22,13000,3,6.0,10.65,0
5606,40000,22,6000,3,0.0,12.87,0
5607,40000,23,6000,1,1.0,7.68,0
5608,50000,21,9000,3,5.0,13.49,0
5609,40000,22,6000,6,0.0,8.32,0
5610,40000,21,6000,3,1.0,10.08,0
5611,34255,23,6000,6,7.0,22.11,1
5612,50000,23,7000,6,5.0,8.9,0
5613,41000,24,6000,3,3.0,8.9,0
5614,50000,24,18650,3,0.0,9.91,0
5615,50000,22,4800,3,6.0,6.03,0
5616,41000,23,6000,5,3.0,10.99,0
5617,44000,26,20000,1,10.0,17.27,1
5618,41004,24,6000,3,8.0,7.68,0
5619,41124,23,6000,2,7.0,7.49,0
5620,50000,22,6000,6,6.0,12.69,0
5621,44000,24,2200,4,4.0,8.9,1
5622,35196,25,6000,5,2.0,14.54,1
5623,50000,25,18650,6,9.0,7.9,0
5624,42000,25,6000,5,5.0,12.42,0
5625,42000,22,6000,2,6.0,10.65,0
5626,42000,23,6000,6,5.0,9.99,0
5627,42000,26,6000,3,3.0,7.29,0
5628,50000,23,17000,3,6.0,12.42,0
5629,50000,23,3000,3,7.0,6.03,0
5630,50000,25,11200,4,6.0,14.27,0
5631,42000,24,6000,2,8.0,12.68,0
5632,50000,25,12500,2,8.0,10.65,0
5633,50000,24,15000,2,5.0,16.29,0
5634,42000,26,6000,6,0.0,11.12,0
5635,42000,26,6000,5,8.0,12.73,0
5636,50000,25,20000,4,2.0,11.71,0
5637,42996,23,6000,3,2.0,12.84,0
5638,50000,25,17000,2,3.0,6.03,0
5639,50000,26,8000,2,3.0,6.62,0
5640,50000,25,8000,6,0.0,19.42,0
5641,50000,23,2000,2,7.0,6.62,0
5642,50000,21,3500,6,5.0,6.03,0
5643,50000,25,2600,2,0.0,6.03,0
5644,44000,26,3500,2,3.0,16.29,1
5645,44000,25,6000,3,1.0,12.69,0
5646,44000,23,6000,5,2.0,14.22,0
5647,50000,22,8000,1,6.0,6.03,0
5648,44000,24,6000,5,1.0,8.0,0
5649,50000,23,12600,1,4.0,11.71,0
5650,50000,24,5000,6,5.0,12.69,0
5651,50000,25,10000,6,2.0,7.9,0
5652,45000,26,6000,3,1.0,9.91,0
5653,50000,24,7500,6,7.0,11.71,0
5654,50000,24,20000,4,7.0,12.69,0
5655,45000,26,6000,6,1.0,11.71,0
5656,50000,24,13700,6,8.0,6.03,0
5657,39000,25,6000,6,0.0,13.49,1
5658,50000,22,15000,1,6.0,7.9,0
5659,39000,23,6000,3,1.0,15.99,1
5660,50000,23,10000,3,3.0,6.03,0
5661,50000,24,12000,5,2.0,6.62,0
5662,50000,26,9825,6,10.0,7.9,0
5663,45000,26,6000,5,3.0,7.49,0
5664,50000,26,17200,6,4.0,7.51,0
5665,50000,25,9175,3,9.0,19.42,0
5666,39000,23,6000,5,7.0,14.09,1
5667,45000,26,6000,3,3.0,5.79,0
5668,45000,22,6000,1,0.0,13.23,0
5669,45000,23,6000,6,2.0,11.86,0
5670,45000,23,6000,6,7.0,11.49,0
5671,50000,22,12000,2,6.0,7.9,0
5672,50000,22,7800,1,6.0,6.62,0
5673,50000,26,5400,2,10.0,8.9,0
5674,39000,22,6000,4,6.0,13.22,1
5675,45000,23,6000,2,8.0,12.53,0
5676,45000,21,6000,5,5.0,9.38,0
5677,39396,25,6000,6,0.0,15.31,1
5678,50000,26,3000,3,6.0,9.91,0
5679,50000,26,7200,6,7.0,6.62,0
5680,39600,26,6000,1,3.0,12.42,1
5681,50000,24,15000,6,3.0,8.9,0
5682,50000,22,1000,3,6.0,9.91,0
5683,46000,25,6000,1,3.0,14.72,0
5684,50000,24,22800,1,5.0,17.27,0
5685,50000,25,9000,2,4.0,6.03,0
5686,46151,24,6000,2,2.0,10.59,0
5687,50000,25,8000,2,5.0,5.42,0
5688,46443,23,6000,3,7.0,7.9,0
5689,50000,26,4200,1,8.0,12.99,0
5690,50000,24,8000,1,8.0,10.99,0
5691,46500,25,6000,3,1.0,8.88,0
5692,40680,22,6000,4,2.0,11.36,1
5693,47000,24,6000,6,7.0,8.9,0
5694,50000,23,6400,6,2.0,8.49,0
5695,47000,25,6000,6,6.0,11.71,0
5696,47000,24,6000,2,8.0,10.99,0
5697,47000,24,6000,1,3.0,7.66,0
5698,47000,22,6000,5,2.0,5.42,0
5699,47000,25,6000,3,1.0,12.87,0
5700,47000,26,6000,2,1.0,10.33,0
5701,41500,23,6000,3,3.0,16.7,1
5702,50000,26,14400,1,10.0,7.49,0
5703,41628,24,6000,2,6.0,11.28,1
5704,47928,24,6000,5,1.0,12.53,0
5705,44000,23,5400,5,3.0,10.99,1
5706,44000,26,10000,3,6.0,5.42,1
5707,50000,23,2800,6,0.0,10.59,0
5708,42000,23,6000,4,1.0,12.99,1
5709,50000,26,8000,6,8.0,10.59,0
5710,48000,25,6000,5,2.0,12.99,0
5711,48000,22,6000,6,6.0,7.49,0
5712,48000,25,6000,1,2.0,10.37,0
5713,50000,24,11000,6,7.0,16.89,0
5714,50000,26,12375,4,5.0,10.99,0
5715,50000,23,3600,6,5.0,5.99,0
5716,48000,21,6000,6,5.0,13.48,0
5717,44000,22,6400,6,6.0,15.99,1
5718,44000,25,9800,2,9.0,7.49,1
5719,42000,24,6000,4,2.0,14.96,1
5720,48000,26,6000,3,0.0,8.59,0
5721,50000,26,7500,1,10.0,5.99,0
5722,50000,23,10000,5,3.0,10.99,0
5723,50000,22,9000,2,7.0,8.49,0
5724,48000,23,6000,3,3.0,11.89,0
5725,42000,23,6000,2,3.0,14.42,1
5726,50000,23,2050,6,7.0,7.49,0
5727,42000,23,6000,1,2.0,12.41,1
5728,48000,24,6000,5,8.0,12.22,0
5729,48500,23,6000,5,1.0,9.32,0
5730,44000,23,10000,1,7.0,8.49,1
5731,49000,23,6000,2,6.0,7.9,0
5732,50000,24,6000,4,7.0,13.99,0
5733,49152,23,6000,1,2.0,7.9,0
5734,49200,21,6000,3,4.0,13.72,0
5735,50000,22,8000,5,4.0,10.59,0
5736,49500,24,6000,3,9.0,16.07,0
5737,50000,21,5375,2,5.0,7.49,0
5738,50000,22,6000,5,4.0,10.65,0
5739,50000,23,6000,2,4.0,11.49,0
5740,50000,23,15000,2,7.0,9.99,0
5741,50000,24,6000,1,0.0,7.49,0
5742,50000,24,6000,5,5.0,14.79,0
5743,50000,22,6000,2,3.0,13.49,0
5744,50000,25,6000,5,1.0,14.79,0
5745,50000,24,9600,3,8.0,6.99,0
5746,50000,23,6000,6,4.0,13.49,0
5747,50000,25,6000,4,5.0,12.99,0
5748,50000,22,5000,1,4.0,12.62,0
5749,50000,24,3500,1,5.0,10.99,0
5750,50000,24,6000,5,1.0,5.79,0
5751,50000,26,12000,5,7.0,8.49,0
5752,50000,23,6000,2,4.0,5.79,0
5753,50000,21,7000,1,5.0,10.59,0
5754,50000,25,6000,4,9.0,14.17,0
5755,50000,21,6000,5,5.0,10.75,0
5756,50000,22,6000,2,3.0,10.25,0
5757,50000,24,15000,3,8.0,9.99,0
5758,50000,23,6000,1,5.0,11.48,0
5759,44000,22,5000,5,6.0,5.42,1
5760,50000,26,10800,2,6.0,10.99,0
5761,50000,23,4800,6,4.0,5.99,0
5762,50000,22,6000,1,6.0,11.89,0
5763,50000,23,7000,6,6.0,5.99,0
5764,50000,22,6000,2,2.0,10.46,0
5765,50000,22,6400,2,0.0,7.29,0
5766,44000,26,11500,1,4.0,9.63,1
5767,50508,22,6000,6,5.0,5.42,0
5768,50000,24,5000,2,4.0,10.0,0
5769,50000,23,6000,1,3.0,6.92,0
5770,50650,22,6000,2,4.0,11.86,0
5771,50000,24,3000,3,8.0,7.66,0
5772,50740,24,6000,5,0.0,9.63,0
5773,45000,24,6000,5,0.0,17.19,1
5774,50000,25,10000,1,9.0,6.92,0
5775,51356,26,6000,2,4.0,5.79,0
5776,51500,26,6000,5,3.0,10.75,0
5777,51541,25,6000,2,0.0,12.18,0
5778,45928,26,6000,4,5.0,7.9,1
5779,52000,23,6000,2,4.0,14.22,0
5780,50000,25,8000,4,9.0,10.0,0
5781,52000,25,6000,6,2.0,12.87,0
5782,52000,25,6000,6,4.0,14.96,0
5783,52000,26,6000,4,10.0,15.68,0
5784,52800,24,6000,4,3.0,9.91,0
5785,50000,22,6400,6,6.0,6.92,0
5786,53000,25,6000,4,9.0,7.9,0
5787,50000,22,5000,3,3.0,7.29,0
5788,53000,24,6000,3,0.0,11.49,0
5789,50000,23,6000,2,5.0,7.66,0
5790,53819,22,6000,3,2.0,7.42,0
5791,50000,22,6800,6,6.0,6.92,0
5792,50000,22,6000,1,3.0,11.11,0
5793,54000,22,6000,1,6.0,12.98,0
5794,54000,24,6000,3,2.0,7.14,0
5795,48000,26,6000,1,0.0,16.45,1
5796,54000,25,6000,4,4.0,8.59,0
5797,54000,23,6000,3,0.0,12.53,0
5798,50000,22,8800,6,7.0,11.11,0
5799,50000,22,12000,3,4.0,7.29,0
5800,50000,25,4000,3,5.0,13.43,0
5801,48700,26,6000,5,0.0,14.59,1
5802,54996,22,6000,6,4.0,10.75,0
5803,50000,26,15000,6,1.0,10.37,0
5804,55000,25,6000,2,0.0,10.65,0
5805,55000,22,6000,3,6.0,14.27,0
5806,50000,23,14400,2,2.0,10.0,0
5807,55000,22,6000,3,2.0,8.9,0
5808,55000,24,6000,2,0.0,6.03,0
5809,55000,22,6000,3,6.0,6.62,0
5810,50000,24,7000,1,2.0,5.42,0
5811,55000,23,6000,3,7.0,10.99,0
5812,55000,22,6000,2,6.0,6.99,0
5813,49000,21,6000,6,4.0,15.99,1
5814,55000,26,6000,5,10.0,5.42,0
5815,55000,22,6000,3,7.0,9.25,0
5816,50000,22,5150,2,4.0,8.88,0
5817,50000,24,12000,5,8.0,5.42,0
5818,49000,21,6000,2,5.0,14.84,1
5819,55000,26,6000,4,6.0,7.14,0
5820,55000,21,6000,3,3.0,10.99,0
5821,55000,22,6000,2,5.0,7.51,0
5822,50000,22,7000,1,4.0,9.25,0
5823,49200,26,6000,5,7.0,16.49,1
5824,56000,23,6000,3,6.0,7.49,0
5825,50000,25,6600,1,7.0,12.61,0
5826,50000,24,6000,1,5.0,6.17,0
5827,56000,25,6000,4,1.0,10.74,0
5828,50000,25,5000,3,9.0,5.79,0
5829,50000,22,12800,2,0.0,5.79,0
5830,50000,23,6000,2,1.0,11.48,1
5831,57000,24,6000,6,0.0,7.9,0
5832,57000,25,6000,1,5.0,8.0,0
5833,58000,22,6000,1,2.0,6.92,0
5834,58000,25,6000,5,3.0,12.18,0
5835,50000,21,15000,5,5.0,6.54,0
5836,50000,23,15250,6,4.0,15.95,0
5837,58000,24,6000,6,3.0,12.87,0
5838,52800,22,6000,3,6.0,11.97,1
5839,50000,22,10000,6,5.0,10.36,0
5840,50000,22,8000,1,6.0,11.12,0
5841,59366,25,6000,5,4.0,11.11,0
5842,59400,24,6000,2,8.0,7.9,0
5843,50000,24,25000,3,2.0,15.58,0
5844,59785,23,6000,3,2.0,8.94,0
5845,50000,22,12800,3,7.0,7.88,0
5846,50000,25,2500,1,9.0,13.61,0
5847,60000,22,6000,3,5.0,11.49,0
5848,50000,22,5600,3,2.0,11.86,0
5849,60000,22,6000,5,6.0,11.99,0
5850,54000,23,6000,2,5.0,15.62,1
5851,54000,24,6000,4,3.0,10.99,1
5852,60000,25,6000,1,9.0,14.54,0
5853,54000,23,6000,2,2.0,14.09,1
5854,50000,26,1800,4,11.0,11.49,0
5855,50000,26,10000,1,10.0,7.51,0
5856,50000,24,9000,4,8.0,7.14,0
5857,50000,25,4800,4,3.0,13.61,0
5858,60000,24,6000,5,9.0,7.51,0
5859,50000,23,1500,1,3.0,11.49,0
5860,50000,23,8000,3,2.0,13.61,0
5861,54000,23,6000,4,6.0,16.45,1
5862,60000,24,6000,4,0.0,11.48,0
5863,50000,22,5000,3,4.0,7.51,0
5864,50000,26,3250,5,5.0,7.51,0
5865,44000,23,8500,1,7.0,7.14,1
5866,50000,23,4000,1,2.0,11.86,0
5867,50000,25,12000,6,9.0,13.98,0
5868,62000,21,6000,3,2.0,10.25,0
5869,24000,22,7125,2,6.0,9.67,0
5870,50000,22,15000,3,5.0,10.25,0
5871,25279,23,7125,1,7.0,17.58,0
5872,26124,22,7125,3,2.0,5.79,0
5873,70000,24,7125,6,8.0,6.92,0
5874,50000,22,10000,2,6.0,9.88,0
5875,15000,26,7100,5,2.0,9.99,1
5876,25000,23,7100,1,1.0,7.9,0
5877,50000,25,5000,2,9.0,11.36,0
5878,33000,25,7100,6,1.0,14.65,1
5879,50000,23,20000,3,4.0,10.62,0
5880,44400,23,7100,2,2.0,6.99,1
5881,95000,25,7100,2,3.0,6.99,0
5882,96000,25,7075,4,9.0,5.99,0
5883,50000,22,2500,3,3.0,7.51,0
5884,30500,22,7025,3,0.0,6.54,1
5885,10000,22,7000,4,0.0,12.21,1
5886,50000,25,18000,2,9.0,7.88,0
5887,50000,22,6000,6,2.0,14.22,0
5888,15090,22,7000,3,0.0,8.94,1
5889,18000,22,7000,4,1.0,10.65,1
5890,50000,25,6000,1,4.0,6.76,0
5891,18000,23,7000,1,1.0,7.88,1
5892,18000,21,7000,4,5.0,11.14,1
5893,50000,22,6250,1,0.0,7.88,0
5894,19200,21,7000,4,5.0,14.35,1
5895,19200,25,7000,6,1.0,16.82,1
5896,21600,23,7000,6,5.0,6.62,1
5897,21600,21,7000,3,6.0,13.98,1
5898,22480,26,7000,4,0.0,8.0,1
5899,22500,22,7000,2,2.0,10.38,1
5900,22680,24,7000,2,9.0,10.62,1
5901,50000,23,7000,6,3.0,13.48,0
5902,22884,26,7000,5,2.0,7.51,1
5903,44000,23,2000,5,0.0,19.13,1
5904,50000,23,9000,1,5.0,11.14,0
5905,50000,26,10000,3,0.0,7.74,0
5906,23000,25,7000,2,0.0,12.49,1
5907,50000,22,2500,1,0.0,12.18,0
5908,24000,22,7000,6,6.0,12.42,0
5909,24000,26,7000,1,2.0,12.99,0
5910,24000,24,7000,1,0.0,15.62,1
5911,50000,22,2000,1,5.0,12.18,0
5912,50000,23,5000,6,3.0,8.94,0
5913,50000,22,6000,3,3.0,8.94,0
5914,50000,26,5000,3,5.0,7.4,0
5915,44000,24,15000,3,0.0,15.31,1
5916,24000,25,7000,6,0.0,16.45,1
5917,24996,22,7000,2,6.0,11.86,0
5918,25000,21,7000,3,1.0,12.69,0
5919,50000,22,10500,6,6.0,14.26,0
5920,63000,22,6000,1,6.0,11.49,0
5921,63000,26,6000,4,3.0,13.23,0
5922,63402,23,6000,2,3.0,13.22,0
5923,57500,25,6000,6,4.0,11.28,1
5924,58668,24,6000,5,8.0,15.05,1
5925,65000,23,6000,3,7.0,15.23,0
5926,65000,23,6000,3,2.0,11.99,0
5927,65000,26,6000,3,7.0,16.49,0
5928,59000,25,6000,6,9.0,15.23,1
5929,44000,23,15000,1,8.0,12.18,1
5930,50000,22,11000,2,2.0,8.94,0
5931,65000,25,6000,3,8.0,13.06,0
5932,59000,24,6000,2,2.0,16.0,1
5933,65000,23,6000,3,0.0,9.63,0
5934,65004,25,6000,2,0.0,12.87,0
5935,65004,21,6000,1,5.0,7.68,0
5936,50000,22,20000,3,0.0,11.48,0
5937,65100,22,6000,3,3.0,16.2,0
5938,66000,22,6000,3,4.0,9.99,0
5939,44000,25,5550,5,4.0,14.11,1
